"Molecule ChEMBL ID","Molecule Name","Molecule Max Phase","Molecular Weight","#RO5 Violations","AlogP","Compound Key","Smiles","Standard Type","Standard Relation","Standard Value","Standard Units","pChEMBL Value","Data Validity Comment","Comment","Uo Units","Ligand Efficiency BEI","Ligand Efficiency LE","Ligand Efficiency LLE","Ligand Efficiency SEI","Potential Duplicate","Assay ChEMBL ID","Assay Description","Assay Type","BAO Format ID","BAO Label","Assay Organism","Assay Tissue ChEMBL ID","Assay Tissue Name","Assay Cell Type","Assay Subcellular Fraction","Assay Parameters","Assay Variant Accession","Assay Variant Mutation","Target ChEMBL ID","Target Name","Target Organism","Target Type","Document ChEMBL ID","Source ID","Source Description","Document Journal","Document Year","Cell ChEMBL ID","Properties","Action Type","Standard Text Value"
"CHEMBL336509",,"None",299.37,"0","3.02","15a","COc1ccc2ccc(OC)c3c2c1CCC3CNC(C)=O","Ki","'='",0.015,"nM",10.82,,,"UO_0000065",36.16,"0.67","7.80","22.76",0,"CHEMBL713111","Binding affinity for human melatonin receptor type 1A, expressed in HEK293 cells (2-[125I]iodomelatonin is used as radioligand)","B","BAO_0000219","cell-based format","None","None","None","HEK293","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1133479",1,"Scientific Literature","J Med Chem",2000,"CHEMBL3307715",,,
"CHEMBL3648356",,"None",258.32,"0","2.69","(S)-3b","CC(=O)NCC[C@@H]1CCc2ccc3nc(C)oc3c21","EC50","'='",0.015,"nM",10.82,,,"UO_0000065",,,,,0,"CHEMBL4835169","Agonist activity at human MT1 expressed in CHO-K1 cells assessed as inhibition of forskolin-induced cAMP accumulation incubated for 30 mins by AlphaScreen assay","F","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO-K1","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL4834409",1,"Scientific Literature","J Med Chem",2021,"None","TIME = 0.5 hr","AGONIST",
"CHEMBL340832",,"None",327.42,"0","3.80","15c","CCCC(=O)NCC1CCc2c(OC)ccc3ccc(OC)c1c23","Ki","'='",0.016,"nM",10.8,,,"UO_0000065",32.97,"0.61","7.00","22.70",0,"CHEMBL713111","Binding affinity for human melatonin receptor type 1A, expressed in HEK293 cells (2-[125I]iodomelatonin is used as radioligand)","B","BAO_0000219","cell-based format","None","None","None","HEK293","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1133479",1,"Scientific Literature","J Med Chem",2000,"CHEMBL3307715",,,
"CHEMBL329263",,"None",323.39,"0","3.71","63","COc1ccc2oc(Cc3ccccc3)c(CCNC(C)=O)c2c1","IC50","'='",0.01585,"nM",10.8,,,"UO_0000065",33.4,"0.61","7.09","20.98",0,"CHEMBL856174","Melatonin receptor type 1A binding affinity measured using 2-[125I]iodomelatonin on ovine pars tuberalis membrane homogenates.","B","BAO_0000019","assay format","Ovis aries","None","None","None","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1131168",1,"Scientific Literature","J Med Chem",1998,"None",,,
"CHEMBL314512",,"None",321.38,"0","3.95","16","C=CC(=O)NCCc1c(-c2ccccc2)oc2ccc(OC)cc12","Ki","'='",0.02,"nM",10.7,,,"UO_0000065",33.29,"0.61","6.75","20.79",0,"CHEMBL714106","Binding affinity on human melatonin receptor type 1A stably transfected in human embryonic kidney (HEK 293) using 2-[125I]iodomelatonin as radioligand.","B","BAO_0000219","cell-based format","None","None","None","HEK293","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1135482",1,"Scientific Literature","J Med Chem",2002,"CHEMBL3307715",,,
"CHEMBL1802025",,"None",273.34,"0","1.51","4d","CCc1nn2ccc3c(c2c1CCNC(C)=O)CCO3","EC50","'='",0.021,"nM",10.68,,,"UO_0000065",,,,,0,"CHEMBL1803964","Agonist activity at human MT1 receptor expressed in CHO cells assessed as decrease in forskolin-stimulated cAMP release after 30 mins by multilabel plate reader","F","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1799975",1,"Scientific Literature","J Med Chem",2011,"CHEMBL3308072",,,
"CHEMBL3648361",,"None",376.5,"0","4.95","BDBM103448","CC(=O)NCCC1CCc2ccc3nc(CCCCc4ccccc4)oc3c21","IC50","'='",0.022,"nM",10.66,,"221302","UO_0000065",28.31,"0.52","5.71","19.33",0,"CHEMBL3705070","Binding Assay: Binding assay using melatonin receptors 1 or 2.","B","BAO_0000357","single protein format","Homo sapiens","None","None","None","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL3638653",37,"BindingDB Database",,2013,"None",,,
"CHEMBL45","MELATONIN","4.0",232.28,"0","1.86","Melatonin","COc1ccc2[nH]cc(CCNC(C)=O)c2c1","EC50","'='",0.022,"nM",10.66,,,"UO_0000065",,,,,0,"CHEMBL4835169","Agonist activity at human MT1 expressed in CHO-K1 cells assessed as inhibition of forskolin-induced cAMP accumulation incubated for 30 mins by AlphaScreen assay","F","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO-K1","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL4834409",1,"Scientific Literature","J Med Chem",2021,"None","TIME = 0.5 hr","AGONIST",
"CHEMBL1774513",,"None",285.39,"0","3.11","9","CC(=O)NCCC1=C(C(C)C)Cc2ccc3c(c21)CCO3","Ki","'='",0.024,"nM",10.62,,,"UO_0000065",37.21,"0.69","7.51","27.71",0,"CHEMBL1775434","Displacement of [125I]-2-iodomelatonin from human MT1 receptor expressed on CHO cells by microscintillation counting","B","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1772997",1,"Scientific Literature","J Med Chem",2011,"CHEMBL3308072",,,
"CHEMBL45","MELATONIN","4.0",232.28,"0","1.86","Melatonin","COc1ccc2[nH]cc(CCNC(C)=O)c2c1","EC50","'='",0.0257,"nM",10.59,,,"UO_0000065",,,,,0,"CHEMBL1775440","Agonist activity at human MT1 receptor expressed in CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by EnVision Multilabel Plate Readers","F","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1772997",1,"Scientific Literature","J Med Chem",2011,"CHEMBL3308072",,,
"CHEMBL45","MELATONIN","4.0",232.28,"0","1.86","melatonin","COc1ccc2[nH]cc(CCNC(C)=O)c2c1","EC50","'='",0.026,"nM",10.59,,,"UO_0000065",,,,,1,"CHEMBL1803964","Agonist activity at human MT1 receptor expressed in CHO cells assessed as decrease in forskolin-stimulated cAMP release after 30 mins by multilabel plate reader","F","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1799975",1,"Scientific Literature","J Med Chem",2011,"CHEMBL3308072",,,
"CHEMBL133416",,"None",325.41,"0","3.41","15d","COc1ccc2ccc(OC)c3c2c1CCC3CNC(=O)C1CC1","Ki","'='",0.026,"nM",10.59,,,"UO_0000065",32.53,"0.60","7.18","22.26",0,"CHEMBL713111","Binding affinity for human melatonin receptor type 1A, expressed in HEK293 cells (2-[125I]iodomelatonin is used as radioligand)","B","BAO_0000219","cell-based format","None","None","None","HEK293","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1133479",1,"Scientific Literature","J Med Chem",2000,"CHEMBL3307715",,,
"CHEMBL1802028",,"None",299.37,"0","2.22","4g","CCC(=O)NCCc1c(C2CC2)nn2ccc3c(c12)CCO3","Ki","'='",0.026,"nM",10.59,,,"UO_0000065",35.36,"0.66","8.37","19.03",0,"CHEMBL1803861","Displacement of 2-[125I]iodomelatonin from human MT1 receptor expressed in CHO cells","B","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1799975",1,"Scientific Literature","J Med Chem",2011,"CHEMBL3308072",,,
"CHEMBL4868554",,"None",288.42,"0","3.55","4b","CCC(=O)NCCC1CCc2ccc3nc(C)sc3c21","Ki","'='",0.027,"nM",10.57,,,"UO_0000065",36.64,"0.72","7.02","25.17",0,"CHEMBL4835153","Displacement of 2-[125l]-lodomelatonin from human MT1 expressed in CHO cell membrane incubated for 150 mins by radioligand binding assay","B","BAO_0000249","cell membrane format","Homo sapiens","None","None","CHO","Cell membrane",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL4834409",1,"Scientific Literature","J Med Chem",2021,"None","TIME = 2.5 hr","AGONIST",
"CHEMBL130214",,"None",283.37,"0","3.40","20c (-)","CCCC(=O)NCC1Cc2cccc3ccc(OC)c1c23","Ki","'='",0.03,"nM",10.52,,,"UO_0000065",37.13,"0.68","7.12","27.45",0,"CHEMBL713111","Binding affinity for human melatonin receptor type 1A, expressed in HEK293 cells (2-[125I]iodomelatonin is used as radioligand)","B","BAO_0000219","cell-based format","None","None","None","HEK293","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1133479",1,"Scientific Literature","J Med Chem",2000,"CHEMBL3307715",,,
"CHEMBL2314259",,"None",271.32,"0","2.96","9g","COc1ccc2ccc(OC)c(/C=C/NC(C)=O)c2c1","Ki","'='",0.03,"nM",10.52,,,"UO_0000065",38.78,"0.72","7.56","22.13",0,"CHEMBL2318042","Displacement of [125I]2-iodomelatonin from human recombinant MT1 receptor expressed in HEK293 cells after 2 hrs by gamma counting","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL2311490",1,"Scientific Literature","Bioorg Med Chem Lett",2013,"CHEMBL3307715",,,
"CHEMBL3612603",,"None",262.35,"0","1.97","8h","CCC(=O)NCC1CCc2c(OC)cccc2N1C","Ki","'='",0.03,"nM",10.52,,,"UO_0000065",40.11,"0.76","8.55","25.31",0,"CHEMBL3614202","Displacement of 2-[125I]-Iodomelatonin from human MT1 receptor transfected in CHO cell membranes after 120 mins","B","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL3611983",1,"Scientific Literature","J Med Chem",2015,"CHEMBL3308072",,,
"CHEMBL14417",,"None",596.81,"2","7.93","10","CC(=O)NCCc1cccc2ccc(OCCCCCCCCCCOc3ccc4cccc(CCNC(C)=O)c4c3)cc12","Ki","'='",0.03,"nM",10.52,,,"UO_0000065",17.63,"0.33","2.59","13.73",0,"CHEMBL714104","Binding affinity for human Melatonin receptor type 1A stably transfected in human embryonic kidney cells (HEK 293) using 2-[125I]iodomelatonin as radioligand","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1136735",1,"Scientific Literature","J Med Chem",2003,"CHEMBL3307715",,,
"CHEMBL3648359",,"None",272.35,"0","3.08","BDBM103446","CCC(=O)NCC[C@@H]1CCc2ccc3nc(C)oc3c21","IC50","'='",0.03,"nM",10.52,,"221300","UO_0000065",38.64,"0.72","7.44","19.09",0,"CHEMBL3705070","Binding Assay: Binding assay using melatonin receptors 1 or 2.","B","BAO_0000357","single protein format","Homo sapiens","None","None","None","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL3638653",37,"BindingDB Database",,2013,"None",,,
"CHEMBL3648356",,"None",258.32,"0","2.69","(S)-3b","CC(=O)NCC[C@@H]1CCc2ccc3nc(C)oc3c21","Ki","'='",0.031,"nM",10.51,,,"UO_0000065",40.68,"0.76","7.82","19.06",0,"CHEMBL4835153","Displacement of 2-[125l]-lodomelatonin from human MT1 expressed in CHO cell membrane incubated for 150 mins by radioligand binding assay","B","BAO_0000249","cell membrane format","Homo sapiens","None","None","CHO","Cell membrane",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL4834409",1,"Scientific Literature","J Med Chem",2021,"None","TIME = 2.5 hr","AGONIST",
"CHEMBL1774516",,"None",339.36,"0","3.66","12","CC(C)C1=C(CCNC(=O)C(F)(F)F)c2c(ccc3c2CCO3)C1","Ki","'='",0.032,"nM",10.49,,,"UO_0000065",30.93,"0.60","6.83","27.38",0,"CHEMBL1775434","Displacement of [125I]-2-iodomelatonin from human MT1 receptor expressed on CHO cells by microscintillation counting","B","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1772997",1,"Scientific Literature","J Med Chem",2011,"CHEMBL3308072",,,
"CHEMBL4852096",,"None",311.77,"0","2.23","10a","CCOc1nc2cc(Cl)c(OC)cc2n1CCNC(C)=O","EC50","'='",0.035,"nM",10.46,,,"UO_0000065",,,,,0,"CHEMBL4834840","Agonist activity at human MT1 receptor expressed in CHO cells assessed as increase in forskolin induced cAMP production incubated at 37 degreeC by HitHunter-cAMP assay","F","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL4834400",1,"Scientific Literature","J Med Chem",2021,"None",,"AGONIST",
"CHEMBL4848885",,"None",291.35,"0","1.97","14a","CCOc1nc2ccc(OC)cc2n1CCCNC(C)=O","EC50","'='",0.036,"nM",10.44,,,"UO_0000065",,,,,0,"CHEMBL4834840","Agonist activity at human MT1 receptor expressed in CHO cells assessed as increase in forskolin induced cAMP production incubated at 37 degreeC by HitHunter-cAMP assay","F","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL4834400",1,"Scientific Literature","J Med Chem",2021,"None",,"AGONIST",
"CHEMBL4852440",,"None",289.34,"0","1.51","19b","CCOc1nc2ccc3c(c2n1CCNC(C)=O)CCO3","EC50","'='",0.037,"nM",10.43,,,"UO_0000065",,,,,0,"CHEMBL4834840","Agonist activity at human MT1 receptor expressed in CHO cells assessed as increase in forskolin induced cAMP production incubated at 37 degreeC by HitHunter-cAMP assay","F","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL4834400",1,"Scientific Literature","J Med Chem",2021,"None",,"AGONIST",
"CHEMBL3648362",,"None",274.39,"0","3.16","4a","CC(=O)NCCC1CCc2ccc3nc(C)sc3c21","Ki","'='",0.037,"nM",10.43,,,"UO_0000065",38.02,"0.75","7.27","24.84",0,"CHEMBL4835153","Displacement of 2-[125l]-lodomelatonin from human MT1 expressed in CHO cell membrane incubated for 150 mins by radioligand binding assay","B","BAO_0000249","cell membrane format","Homo sapiens","None","None","CHO","Cell membrane",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL4834409",1,"Scientific Literature","J Med Chem",2021,"None","TIME = 2.5 hr","AGONIST",
"CHEMBL3648363",,"None",274.39,"0","3.16","BDBM103450","CC(=O)NCC[C@@H]1CCc2ccc3nc(C)sc3c21","IC50","'='",0.038,"nM",10.42,,"221304","UO_0000065",37.98,"0.75","7.26","24.82",0,"CHEMBL3705070","Binding Assay: Binding assay using melatonin receptors 1 or 2.","B","BAO_0000357","single protein format","Homo sapiens","None","None","None","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL3638653",37,"BindingDB Database",,2013,"None",,,
"CHEMBL1802026",,"None",287.36,"0","1.90","4e","CCC(=O)NCCc1c(CC)nn2ccc3c(c12)CCO3","Ki","'='",0.039,"nM",10.41,,,"UO_0000065",36.22,"0.68","8.51","18.71",0,"CHEMBL1803861","Displacement of 2-[125I]iodomelatonin from human MT1 receptor expressed in CHO cells","B","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1799975",1,"Scientific Literature","J Med Chem",2011,"CHEMBL3308072",,,
"CHEMBL1823015",,"None",309.37,"0","2.92","III","COc1ccc2[nH]c(-c3ccccc3)c(CCNC(C)=O)c2n1","Ki","'='",0.04,"nM",10.4,,,"UO_0000065",33.61,"0.62","7.48","15.52",0,"CHEMBL1827743","Displacement of 2-[125I]iodomelatonin from human MT1 receptor expressed in human HEK293 cells by radioligand binding assay","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1821625",1,"Scientific Literature","Eur J Med Chem",2011,"CHEMBL3307715",,,
"CHEMBL3765540",,"None",310.35,"0","3.18","10","COc1ccc2oc(-c3ccccc3)c(CCNC(C)=O)c2n1","Ki","'='",0.04,"nM",10.4,,,"UO_0000065",33.5,"0.62","7.22","16.16",0,"CHEMBL3768199","Displacement of [125I]2-Iodomelatonin from human MT1 receptor expressed in HEK293 cells after 120 mins by radioligand competition assay","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL3763094",1,"Scientific Literature","Eur J Med Chem",2016,"CHEMBL3307715",,,
"CHEMBL2314255",,"None",241.29,"0","2.96","9e","COc1ccc2cccc(/C=C/NC(C)=O)c2c1","Ki","'='",0.04,"nM",10.4,,,"UO_0000065",43.09,"0.79","7.44","27.13",0,"CHEMBL2318042","Displacement of [125I]2-iodomelatonin from human recombinant MT1 receptor expressed in HEK293 cells after 2 hrs by gamma counting","B","BAO_0000219","cell-based format","Homo sapiens","None","None","HEK293","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL2311490",1,"Scientific Literature","Bioorg Med Chem Lett",2013,"CHEMBL3307715",,,
"CHEMBL94838",,"None",324.38,"0","3.58","23","CNC(=O)NCCc1c(-c2ccccc2)oc2ccc(OC)cc12","Ki","'='",0.04,"nM",10.4,,,"UO_0000065",32.05,"0.59","6.82","16.37",0,"CHEMBL714106","Binding affinity on human melatonin receptor type 1A stably transfected in human embryonic kidney (HEK 293) using 2-[125I]iodomelatonin as radioligand.","B","BAO_0000219","cell-based format","None","None","None","HEK293","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL1135482",1,"Scientific Literature","J Med Chem",2002,"CHEMBL3307715",,,
"CHEMBL4859677",,"None",277.32,"0","1.58","8a","CCOc1nc2ccc(OC)cc2n1CCNC(C)=O","EC50","'='",0.04,"nM",10.4,,,"UO_0000065",,,,,0,"CHEMBL4834840","Agonist activity at human MT1 receptor expressed in CHO cells assessed as increase in forskolin induced cAMP production incubated at 37 degreeC by HitHunter-cAMP assay","F","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL4834400",1,"Scientific Literature","J Med Chem",2021,"None",,"AGONIST",
"CHEMBL4854625",,"None",263.3,"0","1.19","8d","COc1ccc2nc(OC)n(CCNC(C)=O)c2c1","EC50","'='",0.042,"nM",10.38,,,"UO_0000065",,,,,0,"CHEMBL4834840","Agonist activity at human MT1 receptor expressed in CHO cells assessed as increase in forskolin induced cAMP production incubated at 37 degreeC by HitHunter-cAMP assay","F","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL4834400",1,"Scientific Literature","J Med Chem",2021,"None",,"AGONIST",
"CHEMBL4873903",,"None",275.31,"0","1.12","19a","COc1nc2ccc3c(c2n1CCNC(C)=O)CCO3","EC50","'='",0.042,"nM",10.38,,,"UO_0000065",,,,,0,"CHEMBL4834840","Agonist activity at human MT1 receptor expressed in CHO cells assessed as increase in forskolin induced cAMP production incubated at 37 degreeC by HitHunter-cAMP assay","F","BAO_0000219","cell-based format","Homo sapiens","None","None","CHO","None",,,,"CHEMBL1945","Melatonin receptor 1A","Homo sapiens","SINGLE PROTEIN","CHEMBL4834400",1,"Scientific Literature","J Med Chem",2021,"None",,"AGONIST",
